Airline ID,Name,Alias,IATA,ICAO,Callsign,Country,Active
Skywalk Airlines,AL,SYX,United States
Shandong Airlines,SC,CDG,China
SAS Braathens,,CNO,Norway
Spring Airlines,9S,CQH,China
Sichuan Airlines,3U,CSC,China
Shanghai Airlines,FM,CSH,China
Shenzhen Airlines,ZH,CSZ,China
Sun D'Or,7L,ERO,Israel
SkyEurope,NE,ESK,Slovakia
Sky Europe Airlines,,HSK,Slovakia
Spanair,JK,JKK,Spain
Spirit Airlines,NK,NKS,United States
SATENA,9R,NSE,Colombia
Skywest Airlines,,OZW,Australia
Santa Barbara Airlines,S3,BBR,Venezuela
Sky Airline,H2,SKU,Chile
SkyWest,OO,SKW,United States
Skyways Express,JZ,SKX,Sweden
Skymark Airlines,BC,SKY,Japan
SilkAir,MI,SLK,Singapore
Surinam Airways,PY,SLM,Suriname
Sterling Airlines,NB,SNB,Denmark
Skynet Asia Airways,6J,SNJ,Japan
Solomon Airlines,IE,SOL,Solomon Islands
Southern Airways,,SOU,United States
Saratov Aviation Division,6W,SOV,Russia
Sat Airlines,HZ,SOZ,Kazakhstan
South Pacific Island Airways,,SPI,United States
Shuttle America,S5,TCF,United States
Scat Air,DV,VSV,Kazakhstan
TAME,EQ,TAE,Ecuador
TAM Brazilian Airlines,JJ,TAM,Brazil
TAP Portugal,TP,TAP,Portugal
Tunisair,TU,TAR,Tunisia
Thai Air Cargo,T2,TCG,Thailand
Thomas Cook Airlines,FQ,TCW,Belgium
Thomas Cook Airlines,MT,TCX,United Kingdom
Trigana Air Service,,TGN,Indonesia
Tiger Airways,TR,TGW,Singapore
Tiger Airways Australia,TT,TGW,Australia
Thai Airways International,TG,THA,Thailand
Turk Hava Kurumu Hava Taksi Isletmesi,,THK,Turkey
Thai AirAsia,FD,AIQ,Thailand
Turkish Airlines,TK,THY,Turkey
Tajikistan International Airlines,,TIL,Tajikistan
Twin Jet,T7,TJT,France
Translift Airways,,TLA,Ireland
Trans Mediterranean Airlines,TL,TMA,Lebanon
Tiara Air,3P,TNM,Aruba
Thomsonfly,BY,TOM,United Kingdom
Tropic Air,PM,TOS,Belize
TAMPA,QT,TPA,Colombia
TransAsia Airways,GE,TNA,Taiwan
Transavia Holland,HV,TRA,Netherlands
TACV,VR,TCV,Portugal
Transwest Air,9T,ABS,Canada
Transaero Airlines,UN,TSO,Russia
Turkmenistan Airlines,T5,TUA,Turkmenistan
Tuninter,UG,TUI,Tunisia
Travel Service,QS,TVS,Czech Republic
TUIfly Nordic,6B,BLX,Sweden
TAAG Angola Airlines,DT,DTA,Angola
Turkish Air Force,,HVK,Turkey
TAM Mercosur,PZ,LAP,Paraguay
Trans States Airlines,AX,LOF,United States
Tarom,RO,ROT,Romania
Turan Air,3T,URN,Azerbaijan
TRIP Linhas A,8R,TIB,Brazil
USA3000 Airlines,U5,GWY,United States
United Airlines,UA,UAL,United States
United Air Charters,,UAC,Zimbabwe
Ural Airlines,U6,SVR,Russia
UM Airlines,UF,UKM,Ukraine
US Airways,US,USA,United States
US Helicopter,,USH,United States
UTair Aviation,UT,UTA,Russia
United States Air Force,,AIO,United States
Uzbekistan Airways,HY,UZB,Uzbekistan
Ukraine International Airlines,PS,AUI,Ukraine
US Helicopter Corporation,UH,,United States
Valuair,VF,VLU,Singapore
Vasco Air,,VFC,Vietnam
Vietnam Airlines,VN,HVN,Vietnam
VIM Airlines,NN,MOV,Russia
Volaris,Y4,VOI,Mexico
Volga-Dnepr Airlines,VI,VDA,Russia
Virgin America,VX,VRD,United States
Virgin Express,TV,VEX,Belgium
Virgin Nigeria Airways,VK,VGN,Nigeria
Virgin Atlantic Airways,VS,VIR,United Kingdom
Viva Macau,ZG,VVM,Macao
Volare Airlines,VE,VLE,Italy
Vueling Airlines,VY,VLG,Spain
Vladivostok Air,XF,VLK,Russia
Varig Log,LC,VLO,Brazil
Virgin Australia,VA,VOZ,Australia
VRG Linhas Aereas,RG,VRN,Brazil
VASP,VP,VSP,Brazil
VLM Airlines,VG,VLM,Belgium
Wayraper,7W,,Peru
WebJet Linhas A,WJ,WEB,Brazil
Welcome Air,2W,WLC,Austria
West Coast Air,8O,,Canada
WestJet,WS,WJA,Canada
Western Airlines,WA,WAL,United States
Widerøe,WF,WIF,Norway
Wind Jet,IV,JET,Italy
Wings Air,IW,WON,Indonesia
Wizz Air,W6,WZZ,Hungary
Wizz Air Hungary,8Z,WVL,Bulgaria
World Airways,WO,WOA,United States
XL Airways France,SE,SEU,France
Xiamen Airlines,MF,CXA,China
Yamal Airlines,YL,LLM,Russia
Yemenia,IY,IYE,Yemen
Yuzhmashavia,,UMK,Ukraine
Zanair,,TAN,Tanzania
Zoom Airlines,Z4,OOM,Canada
Tyrolean Airways,\N,TYR,\N
Maldivian Air Taxi,8Q,\N,Maldives
Sky Express,XW,SXR,Russia
Royal Air Cambodge,VJ,RAC,Cambodia
Air Mandalay,6T,\N,Burma
Air Busan,BX,ABL,Republic of Korea
Globus,GH,GLP,Russia
Air Kazakhstan,9Y,KZK,Kazakhstan
Japan Air System,JD,JAS,Japan
EasyJet (DS),DS,\N,Switzerland
Star Peru (2I),2I,\N,Peru
Carnival Air Lines,KW,\N,United States
United Airways,4H,UBD,Bangladesh
Fly540,5H,FFV,Kenya
Transavia France,TO,TVF,France
Island Air (WP),WP,MKU,United States
Uni Air,B7,UIA,Taiwan
Gomelavia,YD,\N,Belarus
Red Wings,WZ,RWZ,Russia
TUIfly (X3),11,\N,Germany
Felix Airways,FU,FXX,Yemen
Kostromskie avialinii,K1,KOQ,Russia
Greenfly,XX,GFY,Spain
Tajik Air,7J,\N,Tajikistan
Air Mozambique,TM,\N,Mozambique
ELK Airways,--,ELK,Estonia
Gabon Airlines,GY,GBK,Gabon
MCA Airlines,,MCA,Sweden
Maldivo Airlines,ML,MAV,Maldives
Virgin Pacific,VH,VNP,Fiji
Zest Air,Z2,\N,Philippines
Yangon Airways,HK,\N,Burma
Eastar Jet,ZE,ESR,South Korea
Jin Air,LJ,JNA,South Korea
Wataniya Airways,,KW1,Kuwait
Air Arabia Maroc,3O,\N,Morocco
Baltic Air lines,B1,BA1,Latvia
Ciel Canadien,YC,YCC,Canada
Canadian National Airways,CN,YCP,Canada
Epic Holiday,FA,4AA,United States
Indochina Airlines,,AXC,Vietnam
Air Comet Chile,3I,\N,Chile
German Air Force - FLB,,FLB,Germany
Line Blue,L8,LBL,Germany
FlyLAL Charters,,LLC,Lithuania
Salzburg arrows,SZ,\N,Austria
Texas Wings,TQ,TXW,United States
Dennis Sky,DH,DSY,Israel
Zz,ZZ,\N,Belgium
Atifly,A1,A1F,United States
Aerolineas heredas santa maria,,SZB,Dominican Republic
Ciao Air,99,\N,Italy
Jc royal.britannica,,JRB,United Kingdom
Pal airlines,5P,\N,Chile
CanXpress,C1,CA1,Canada
Danube Wings (V5),V5,\N,Slovakia
Sharp Airlines,SH,SHA,Australia
CanXplorer,C2,CAP,Canada
Click (Mexicana),QA,\N,Mexico
World Experience Airline,W1,WE1,Canada
ALAK,J4,\N,Russia
Air Choice One,3E,\N,United States
Tianjin Airlines,,GCR,China
China United,KN,\N,China
Locair,ZQ,LOC,United States
Safi Airlines,4Q,\N,Afghanistan
SeaPort Airlines,K5,SQH,United States
Salmon Air,S6,\N,United States
Bobb Air Freight,1,\N,Germany
Star1 Airlines,V9,HCW,Lithuania
Pelita,6D,\N,Indonesia
Alaska Seaplane Service,J5,\N,United States
Enerjet,,ENJ,Canada
MexicanaLink,I6,MXI,Mexico
Island Spirit,IP,ISX,Iceland
TACA Peru,T0,\N,Peru
Orbest,,OBS,Portugal
Southern Air Charter,,SOA,Bahamas
SVG Air,,SVG,Saint Vincent and the Grenadines
Air Century,,CEY,Dominican Republic
Pan Am World Airways Dominicana,7Q,\N,Dominican Republic
Primera Air,PF,\N,Iceland
Air Antilles Express,3S,\N,Guadeloupe
Sol Lineas Aereas,,OLS,Argentina
Regional Paraguaya,P7,REP,Paraguay
VIP Ecuador,V6,\N,Ecuador
Transportes Aereos Cielos Andinos,,NDN,Peru
Peruvian Airlines,P9,\N,Peru
EasyFly,,EFY,Colombia
Polar Airlines,ЯП,\N,Russia
Catovair,OC,\N,Mauritius
Andalus Lineas Aereas,,ANU,Spain
Air 26,,DCD,Angola
Mauritania Airways,,MTW,Mauritania
CEIBA Intercontinental,,CEL,Equatorial Guinea
Halcyonair,7Z,\N,Cape Verde
Business Aviation,4P,\N,Congo (Kinshasa)
Compagnie Africaine d\\'Aviation,E9,\N,Congo (Kinshasa)
Zambia Skyways,K8,\N,Zambia
AlMasria Universal Airlines,UJ,LMU,Egypt
EgyptAir Express,,MSE,Egypt
SmartLynx Airlines,6Y,\N,Latvia
Air Italy Egypt,,EUD,Egypt
KoralBlue Airlines,K7,KBR,Egypt
Wind Rose Aviation,,WRC,Ukraine
Elysian Airlines,E4,GIE,Cameroon
Sevenair,,SEN,Tunisia
Hellenic Imperial Airways,HT,IMP,Greece
Amsterdam Airlines,WD,AAN,Netherlands
Arik Niger,Q9,NAK,Niger
Dana Air,DA,\N,Nigeria
STP Airways,8F,STP,Sao Tome and Principe
Med Airways,7Y,\N,Lebanon
Skyjet Airlines,UQ,SJU,Uganda
Air Volga,G6,\N,Russia
Transavia Denmark,,TDK,Denmark
Royal Falcon,RL,RFJ,Jordan
Euroline,4L,MJX,Georgia
Turkuaz Airlines,,TRK,Turkey
Athens Airways,ZF,\N,Greece
Viking Hellas,VQ,VKH,Greece
Norlandair,,FNA,Iceland
Flugfelag Vestmannaeyja,,FVM,Iceland
Starline.kz,DZ,\N,Kazakhstan
Lugansk Airlines,L7,\N,Ukraine
Gryphon Airlines,6P,\N,United States
Gadair European Airlines,GP,GDR,Spain
Spirit of Manila Airlines,SM,MNP,Philippines
Chongqing Airlines,OQ,CQN,China
Grand China Air,,GDC,China
West Air China,PN,CHB,China
QatXpress,C3,QAX,Qatar
OneChina,1C,1CH,China
NordStar Airlines,Y7,\N,Russia
Joy Air,JR,JOY,China
Air India Regional,CD,\N,India
MDLR Airlines,9H,\N,India
Jagson Airlines,,JGN,India
Maldivian,Q2,\N,Maldives
Xpressair,XN,\N,Indonesia
Strategic Airlines,VC,\N,Australia
Fars Air Qeshm,,QFZ,Iran
Eastok Avia,,EAA,Kyrgyzstan
Jupiter Airlines,,JPU,United Arab Emirates
Vision Air International,,VIS,Pakistan
Al-Naser Airlines,NA,\N,Iraq
Fuji Dream Airlines,JH,\N,Japan
Korea Express Air,,KEA,South Korea
Eznis Airways,,EZA,Mongolia
Pacific Flier,,PFL,Palau
Syrian Pearl Airlines,,PSB,Syria
SGA Airlines,5E,\N,Thailand
Air2there,F8,\N,New Zealand
Avianova (Russia),AO,\N,Russia
Parmiss Airlines (IPV),PA,IPV,Iran
EuropeSky,ES,EUV,Germany
BRAZIL AIR,GB,BZE,Brazil
Homer Air,MR,OME,Germany
U.S. Air,-+,--+,United States
Jayrow,\\',\\'\\,Australia
Wilderness Air,;;,\N,Australia
Whitaker Air,^^,\N,Australia
PanAm World Airways,WQ,PQW,United States
Virginwings,YY,VWA,Germany
KSY,KY,KSY,Greece
Buquebus Líneas Aéreas,BQ,BQB,Uruguay
SOCHI AIR,CQ,KOL,Russia
Wizz Air Ukraine,WU,WAU,Ukraine
88,47,VVN,Cyprus
LCM AIRLINES,LQ,LMM,Russia
Cambodia Angkor Air (K6),K6,\N,Cambodia
Royal European Airlines,69,\N,United Kingdom
Tom\\'s & co airliners,&T,T&O,France
Azul,AD,AZU,Brazil
LSM Airlines,PQ,LOO,Russia
Zapolyarie Airlines,,PZY,Russia
Finlandian,,FN1,Finland
LionXpress,C4,LIX,Cameroon
Genesis,GK,\N,Pakistan
Congo Express,XZ,\N,Congo (Kinshasa)
Fly Dubai,FZ,FDB,United Arab Emirates
Domenican Airlines,D1,MDO,Dominican Republic
ConneX European Airline,,2CO,Austria
Aereonautica militare,JY,AXZ,Italy
Kal Star Aviation,,KLS,Indonesia
LSM AIRLINES ,YZ,YZZ,Russia
UTair-Express,UR,\N,Russia
Huaxia,G5,\N,China
Zabaykalskii Airlines,ZP,ZZZ,Russia
CBM America,,XBM,United States
Marysya Airlines,M4,1QA,Russia
N1,N1,\N,Peru
Airlink (SAA),4Z,\N,South Africa
Westfalia Express VA,,WFX,Germany
JobAir,3B,\N,Czech Republic
Black Stallion Airways,BZ,BSA,United States
German International Air Lines,GM,GER,Germany
TrasBrasil,TB,TBZ,Brazil
TransBrasil Airlines,TH,THS,Brazil
China SSS,9C,\N,China
AIR INDOCHINE,,IIA,Vietnam
Happy Air,,HPY,Thailand
Solar Air,,SRB,Thailand
Air Mekong,P8,MKG,Vietnam
Harbour Air (Priv),H3,\N,Canada
Air Hamburg (AHO),HH,AHO,Germany
ZABAIKAL AIRLINES,Z6,ZTT,Russia
TransHolding,TI,THI,Brazil
SUR Lineas Aereas,,SZZ,Argentina
Aerolineas Africanas,,AA1,Guinea
Yeti Airways,YT,\N,Nepal
Yellowstone Club Private Shuttle,Y1,\N,United States
Caucasus Airlines,NS,\N,Georgia
Serbian Airlines,S1,SA1,Serbia
Windward Islands Airways,WM,\N,Netherlands Antilles
TransHolding System,YO,TYS,Brazil
CCML Airlines,CB,CCC,Colombia
Small Planet Airlines,,ELC,Lithuania
Fly Brasil,F1,FBL,Brazil
CB Airways UK ( Interliging Flights ),1F,CIF,United Kingdom
Fly Colombia ( Interliging Flights ),3F,3FF,Colombia
Trans Pas Air,T6,TP6,United States
KMV,МИ,\N,Russia
Himalayan Airlines,HC,HYM,Nepal
Indya Airline Group,G1,IG1,India
Sunwing,WG,\N,Canada
Turkish Wings Domestic,,TWD,Turkey
Japan Regio,ZX,ZXY,Japan
OCEAN AIR CARGO,,IXO,India
Norte Lineas Aereas,N0,\N,Argentina
Austral Brasil,W7,\N,Brazil
PEGASUS AIRLINES-,H9,\N,Turkey
Nihon.jet connect,,NX1,Kyrgyzstan
Camair-co,QC,\N,Cameroon
Sky Regional,RS,SKV,Canada
LSM International ,II,UWW,Russia
Baikotovitchestrian Airlines ,BU,BUU,American Samoa
Luchsh Airlines ,L4,LJJ,Russia
ENTERair,,QQQ,Poland
Air Cargo Germany,6U,\N,Germany
Mongolian International Air Lines ,7M,ZTF,Mongolia
Tway Airlines,TW,TWB,South Korea
Papillon Grand Canyon Helicopters,HI,\N,United States
Jusur airways,JX,JSR,Egypt
NEXT Brasil,XB,NXB,Brazil
AeroWorld ,W4,WER,Russia
GNB Linhas Aereas,GN,\N,Brazil
Usa Sky Cargo,E1,ES2,United States
Hankook Airline,HN,HNX,South Korea
REDjet,Z7,\N,Barbados
Red Jet Andes,PT,\N,Peru
Red Jet Canada,QY,\N,Canada
Sprintair,,SRN,Poland
Red Jet Mexico,4X,\N,Mexico
Marusya Airways,Y8,MRS,Russia
Era Alaska,7H,ERR,United States
AirRussia,R8,RRJ,Russia
Hankook Air US,H1,HA1,United States
Carpatair Flight Training,,SMW,Romania
I-Fly,H5,RSY,Russia
Whitejets,,WTJ,Brazil
VickJet,KT,VKJ,France
BVI Airways,XV,\N,British Virgin Islands
Hamburg Airways,,HAY,Germany
Salsa d\\'Haiti,SO,SLC,Haiti
Zambezi Airlines (ZMA),ZJ,\N,Zambia
Kan Air,,KND,Thailand
Air Cudlua,,CUD,United Kingdom
Polet Airlines (Priv),YQ,\N,Russia
Air Explore,,AXE,Slovakia
12 North,12,N12,India
Holidays Czech Airlines,,HCC,Czech Republic
Comtel Air,,COE,Austria
Mint Airways,,MIC,Spain
Orbit Airlines,,OBT,United States
Air Bucharest,,BUR,Romania
AlbaStar,,LAV,Spain
Mauritania Airlines International,L6,MAI,Mauritania
MAT Airways,6F,MKD,Macedonia
Asian Wings Airways,AW,AWM,Burma
Air Arabia Egypt,E5,RBG,Egypt
Eagles Airlines,,EGS,Italy
YES Airways,,YEP,Poland
Alitalia Cityliner,CT,\N,Italy
Direct Aero Services,,DSV,Romania
Medallion Air,,MDP,Romania
Orchid Airlines,OI,ORC,Australia
Asia Wings,Y5,AWA,Kazakhstan
Georgian International Airlines,,GNN,Georgia
Air Batumi,,BTM,Georgia
Skywest Australia,XR,\N,Australia
Nile Air,NP,NIA,Egypt
Feeder Airlines,,FDD,Sudan
Senegal Airlines,DN,SGG,Senegal
Fly 6ix,6I,\N,Sierra Leone
Starbow Airlines,S9,\N,Ghana
Copenhagen Express,0X,CX0,Denmark
BusinessAir,8B,BCC,Thailand
SENIC AIRLINES,YR,\N,United States
XOJET,,XOJ,United States
Sky Wing Pacific,C7,CR7,South Korea
Bateleur Air,,BEU,South Africa
Air Indus,PP,AI0,Pakistan
Orbit International Airlines,,OAI,United States
Orbit Regional Airlines,,OAR,United States
Orbit Atlantic Airways,,OAN,United States
Volotea,,VOO,Spain
Peach Aviation,MM,\N,Japan
Helitt Líneas Aéreas,,HTH,Spain
Russia State Transport,,RSD,Russia
Malaysia Wings,,MWI,Malaysia
Aviabus,U1,ABI,Russia
Michael Airlines,DF,MJG,Puerto Rico
Korongo Airlines,ZC,KGO,Congo (Kinshasa)
Indonesia Sky,I5,IDS,Indonesia
Aws express,B0,666,United States
Southjet,76,SJS,United States
Southjet connect,77,ZCS,United States
Southjet cargo,78,XAN,United States
Iberia Express,I2,IBS,Spain
Interjet (ABC Aerolineas),4O,\N,Mexico
AirOnix,OG,\N,Ukraine
Nordic Global Airlines,NJ,NGB,Finland
Scoot,TZ,SCO,Singapore
Hi Fly (5K),5K,\N,Portugal
China Northwest Airlines (WH),WH,\N,China
Zenith International Airline,ZN,ZNA,Thailand
Orbit Airlines Azerbaijan,O1,OAB,Azerbaijan
Air Alps Aviation (A6),A6,\N,Austria
Flying kangaroo Airline,,FKA,Australia
RusJet,,RSJ,Russia
VietJet Air,,VJC,Vietnam
Patriot Airways,P4,\N,United States
Vision Airlines (V2),V2,RBY,United States
BQB Lineas Aereas,5Q,\N,Uruguay
AirAsia Japan,,WAJ,Japan
Yellowtail,YE,YEL,United States
Royal Airways,KG,RAW,United States
FlyHigh Airlines Ireland (FH),FH,FHI,Ireland
Executive AirShare,,XSR,United States
Hebei Airlines,,HBH,China
Air KBZ,,KBZ,Burma
Aero VIP (2D),2D,\N,Portugal
Yangon Airways Ltd.,YH,\N,Burma
T.J. Air,TJ,TJA,United States
SkyWork Airlines ,SX,\N,Switzerland
Maastricht Airlines,W2,\N,Netherlands
Euro Jet,24,\N,Germany
Ukraine Atlantic,,UAT,Ukraine
Nesma Airlines,,NMA,Egypt
East Horizon,,EHN,Afghanistan
Air Majoro,,MJP,Peru
Rotana Jet,,RJD,United Arab Emirates
SOCHI AIR CHATER,Q3,QER,Russia
Denim Air ,J7,\N,Norway
Malindo Air,OD,MXD,Malaysia
Hermes Airlines,,HRM,Greece
Flightlink Tanzania,Z9,\N,Tanzania
IzAvia,I8,\N,Russia
Катэкавиа,,КТК,Russia
Псковавиа,,PKV,Russia
Maryland Air,M1,M1F,United States
Insel Air (7I/INC) (Priv),7I,\N,Netherlands Antilles
VivaColombia,5Z,VVC,Colombia
Flybe Finland Oy,,FCM,Finland
Bingo Airways,,BGY,Poland
Bluebird Airways (BZ),,BBG,Greece
Apache Air,ZM,IWA,United States
MHS Aviation GmbH,M2,\N,Germany
Jettor Airlines,NR,JTO,Hong Kong
Flyme (VP),,VQI,Maldives
Thai Lion Air,SL,\N,Thailand
Golden Myanmar Airlines,,GMR,Burma
Canaryfly,,CNF,Spain
Sunrise Airways,,KSZ,Haiti
National Air Cargo,N8,NCR,United States
Eastern Atlantic Virtual Airlines,13,EAV,United States
Citilink Indonesia,QG,\N,Indonesia
Transair,,TTZ,Canada
Comfort Express Virtual Charters Albany,,EVC,United States
Comfort Express Virtual Charters,,CEO,United States
FLYJET,,FYJ,Poland
Snowbird Airlines,S8,SBD,Finland
Russkie Krylya,,KRY,Russia
Kharkiv Airlines,KH,KHK,Ukraine
XAIR USA,XA,XAU,United States
Air Costa,LB,\N,India
Simrik Airlines,,RMK,Nepal
XPTO,XP,XPT,Portugal
Royal Flight,,DME,Russia
BBN-Airways,,EGH,United Kingdom
Tomsk-Avia,,TKS,Russia
Malawian Airlines,3W,\N,Malawi
Yeti Airlines ,,NYT,Nepal
Avilu,..,...,Switzerland
Air Serbia,JU,ASL,Serbia
Skyline Ulasim Ticaret A.S.,,KCU,Turkey
Air Lituanica,LT,LTU,Lithuania
Envoy Air,,ENY,United States
CARICOM AIRWAYS (BARBADOS) INC.,,CCB,Barbados
Rainbow Air (RAI),RN,RAB,United States
Rainbow Air Canada,RY,RAY,Canada
Rainbow Air Polynesia,RX,RPO,United States
Rainbow Air Euro,RU,RUE,United Kingdom
Rainbow Air US,RM,RNY,United States
Transilvania,,TNS,Romania
Dobrolet,QD,DOB,Russia
Spike Airlines,S0,SAL,United States
Grand Cru Airlines,,GCA,Lithuania
Go2Sky,,RLX,Slovakia
All Argentina,L1,AL1,Argentina
All America,A2,AL2,United States
All Asia,L9,AL3,China
All Africa,9A,99F,South Africa
Regionalia México,N4,J88,Mexico
All Europe,N9,N99,United Kingdom
All Spain,N7,N77,Spain
Regional Air Iceland,9N,N78,Iceland
Voestar,8K,K88,Brazil
All Colombia,7O,7KK,Colombia
Regionalia Uruguay,2X,2K2,Uruguay
Regionalia Venezuela,9X,9XX,Venezuela
Regionalia Chile,9J,CR1,Chile
Vuela Cuba,6C,6CC,Cuba
All Australia,88,8K8,Australia
Fly Europa,ER,RWW,Spain
FlyPortugal,PO,FPT,Portugal
Spring Airlines Japan,IJ,SJO,Japan
Dense Airways,KP,DWA,United States
Dense Connection,KZ,DC2,United States
Vuola Italia,4S,VI4,Italy
Jet Suite,,RSP,United States
Fly Jamaica Airways,,FJM,Jamaica
Island Express Air,1X,\N,Canada
All Argentina Express,Z0,Z9H,Argentina
Thai Smile Airways,WE,\N,Thailand
International AirLink,I4,\N,Jamaica
Real Tonga,RT,\N,Tonga
All America AR,2R,M7A,Argentina
All America CL,1R,R1R,Chile
SOCHI AIR EXPRESS,Q4,SAE,Russia
All America BR,1Y,A9B,Brazil
Volotea Costa Rica,9V,VC9,Costa Rica
Fly Romania,X5,OTJ,Romania
Eagle Atlantic Airlines,E2,\N,Ghana
Fly Africa Zimbabwe,,FZW,Zimbabwe
San Dima Air,,SDI,United States
All America CO,0Y,7ZC,Colombia
All America MX,0M,0MM,Mexico
FOX Linhas Aereas,FX,FOX,Brazil
Air Kenya (Priv),QP,\N,Kenya
Via Conectia Airlines,6V,CZV,Uruguay
Hebradran Air Services,,HBR,United Kingdom
Pobeda,,PBD,Russia
City Airways,E8,GTA,Thailand
Norwegian Long Haul AS,DU,NLH,Norway
BA101,,710,United Kingdom
TransNusa Air,M8,TNU,Indonesia
Tomp Airlines,ZT,T9P,Chile
Fuzhou Airlines,,FZA,China
Sky Angkor Airlines (ZA),,SWM,Cambodia
OneJet,J1,\N,United States
Global Airlines,0G,GA0,Argentina
Mann Yadanarpon Airlines,,MYP,Burma
Air Vistara,UK,VTI,India
TransRussiaAirlines,1E,RGG,Russia
Severstal Air Company,D2,\N,Russia
REXAIR VIRTUEL,RR,RXR,France
WestJet Encore,WR,WEN,Canada
Air Pegasus,OP,PPL,India
International Europe,9I,INE,Spain
Sky Regional Airlines,,SKV,Canada
V Air,ZV,VAX,Taiwan
Cello Aviation,,CLJ,United Kingdom
Pouya Air,,PYA,Iran
Boutique Air (Priv),4B,BTQ,United States
FlyEgypt,,FEG,Egypt
VOLOTEA Airways,V7,VOE,Spain
INAVIA Internacional,Z5,IIR,Argentina
Liberty Airways,LE,LTY,United States
Аэросервис,АЯ,\N,Russia
Aeronautica Militare,,IAM,Italy
Bassaka airlines,5B,BSX,Cambodia
Jetstar Japan ,,JJP,Japan
SkyBahamas Airlines,Q7,\N,Bahamas
UVT Aero,UW,\N,Russia
First Flying,,DAK,Japan
Silver Airways (3M),3M,\N,United States
AtlasGlobal Ukraine,,UJX,Ukraine
Boliviana de Aviacion (OB),,BOV,Bolivia
US-Bangla Airlines,,UBG,Bangladesh
Norwegian Air International (D8),,IBK,Norway
ATA Airlines (Iran),I3,\N,Iran
VIA Líneas Aéreas,V1,VIA,Argentina
GermanXL,GX,GXG,Germany
Alghanim,,KYA,United States
Indonesa Air Aisa X,,IDX,Indonesia
Fly France,FF,FRF,France
Jota Aviation,,ENZ,United Kingdom
Europe Jet,EX,EU9,France
COBALT,,FCB,Cyprus
Southern Airways Express,,LTD,United States
Orenburzhie,,ORG,Russia
World Scale Airlines,W3,WSS,United States
All America US,AG,SSA,United States
University of Birmingham Air Squadron (RAF),,UAY,United Kingdom
Choice Airways,,CSX,United States
Aruba Airlines,,ARU,Aruba
BudgetAir,1K,BG1,Germany
Dynamic Airways,,DYA,United States
Fly One,F5,FI5,Moldova
Nordica,EE,\N,Estonia
Tez Jet Airlines,,TEZ,Kyrgyzstan
Kush Air,,KUH,South Sudan
ViaAir,,SRY,United States
All America BOPY,0P,PYB,Paraguay
Thai Vietjet Air,,TVJ,Thailand
GX Airlines,,CBG,China
Jetgo Australia,JG,\N,Australia
Air Carnival,2S,\N,India
Svyaz Rossiya,7R,SJM,Russia
